Familia APGIV,Familia,NombreActual,Authors,NombreMemoria,CODIGO,CodigoPBDY_18,FormaPBDY_2018,Forma_2015,NumRec_2018,MinYear_2018,MaxYear_2018,UserNotes2018
Ochnaceae,Quiinaceae,Quiina 'grande',,Quiina 'grande',QUIIG1,QUIIGR,M,TM,13,2003,2018,The few records are all from trap 85 and probably from one tree. Preliminary identification was Quiina 'grande'. This appears in plot lists of 2014-2018 but was called Quiina cf. macrophylla Tul. in plot lists of 2009-2010.  It might also be Quiina grandifolia Mildbr.
Ochnaceae,Quiinaceae,Quiina florida,Tul.,Quiina florida,QUIIFL,QUIIFL,M,TM,148,2004,2017,
Olacaceae,Olacaceae,Aptandra tubicina,(Poepp.) Benth. ex Miers,Aptandra tubicina,APTATU,APTATU,T,TC,4,2001,2010,
Olacaceae,Olacaceae,Cathedra acuminata,(Benth.) Miers,Cathedra acuminata,CATHAC,CATHAC,T,TC,107,2000,2017,
Olacaceae,Olacaceae,Dulacia candida,,(Poepp.) Kuntze,DULACA,DULACA,U,TU,120,2009,2016,
Olacaceae,Olacaceae,Heisteria acuminata,(Bonpl.) Engl.,Heisteria acuminata,HEISAC,HEISAC,U,TU,3,2005,2013,
Olacaceae,Olacaceae,Heisteria 'grande',,Heisteria 'grande',HEISGR,HEISGR,M,TM,3,2007,2008,
Olacaceae,Olacaceae,Heisteria nitida,Engl.,Heisteria nitida,HEISNI,HEISNI,T,TC,80,2001,2018,
Olacaceae,Olacaceae,Heisteria scandens,Ducke,Heisteria scandens,HEISSC,,,CW,57,2000,2017,
Olacaceae,Olacaceae,Minquartia guianensis,Aubl.,Minquartia guianensis,MINQGU,MINQGU,T,TC,183,2000,2017,
Opiliaceae,Opiliaceae,Agonandra peruviana,Hiepko,Agonandra silvatica,AGONSI,AGONPE,M,TM,25,2001,2009,
Opiliaceae,Opiliaceae,Agonandra silvatica,Ducke,Agonandra 'gordito',AGONGO,AGONSI,T,TC,34,2001,2014,
Orchidaceae,Orchidaceae,Orchidaceae sp. A,,Orchidaceae sp. A,ORC_A,,,EH,2,2000,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. B,,Orchidaceae sp. B,ORC_B,,,EH,5,2000,2015,
Orchidaceae,Orchidaceae,Orchidaceae sp. C,,Orchidaceae sp. C,ORC_C,,,EH,3,2000,2001,
Orchidaceae,Orchidaceae,Orchidaceae sp. D,,Orchidaceae sp. D,ORC_D,,,EH,3,2001,2004,
Orchidaceae,Orchidaceae,Orchidaceae sp. D2,,Orchidaceae sp. D2,ORC_D2,,,EH,1,2002,2002,
Orchidaceae,Orchidaceae,Orchidaceae sp. D3,,Orchidaceae sp. D3,ORC_D3,,,EH,1,2002,2002,
Orchidaceae,Orchidaceae,Orchidaceae sp. E,,Orchidaceae sp. E,ORC_E,,,EH,2,2001,2014,
Orchidaceae,Orchidaceae,Orchidaceae sp. F,,Orchidaceae sp. F,ORC_F,,,EH,27,2000,2015,
Orchidaceae,Orchidaceae,Orchidaceae sp. F2,,Orchidaceae sp. F2,ORC_F2,,,EH,2,2010,2012,
Orchidaceae,Orchidaceae,Orchidaceae sp. G,,Orchidaceae sp. G,ORC_G,,,EH,3,2002,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. H,,Orchidaceae sp. H,ORC_H,,,EH,4,2003,2014,
Orchidaceae,Orchidaceae,Orchidaceae sp. I,,Orchidaceae sp. I,ORC_I,,,EH,1,2004,2004,
Orchidaceae,Orchidaceae,Orchidaceae sp. J,,Orchidaceae sp. J,ORC_J,,,EH,4,2004,2010,
Orchidaceae,Orchidaceae,Orchidaceae sp. K,,Orchidaceae sp. K,ORC_K,,,EH,3,2005,2016,
Orchidaceae,Orchidaceae,Orchidaceae sp. L,,Orchidaceae sp. L,ORC_L,,,EH,6,2005,2010,
Orchidaceae,Orchidaceae,Orchidaceae sp. M,,Orchidaceae sp. M,ORC_M,,,EH,1,2002,2002,
Orchidaceae,Orchidaceae,Orchidaceae sp. N,,Orchidaceae sp. N,ORC_N,,,EH,1,2006,2006,
Orchidaceae,Orchidaceae,Orchidaceae sp. O,,Orchidaceae sp. O,ORC_O,,,EH,1,2000,2000,
Orchidaceae,Orchidaceae,Orchidaceae sp. P,,Orchidaceae sp. P,ORC_P,,,EH,1,2008,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. Q,,Orchidaceae sp. Q,ORC_Q,,,EH,1,2008,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. R,,Orchidaceae sp. R,ORC_R,,,EH,1,2008,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. S,,Orchidaceae sp. S,ORC_S,,,EH,1,2008,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. T,,Orchidaceae sp. T,ORC_T,,,EH,2,2008,2008,
Orchidaceae,Orchidaceae,Orchidaceae sp. U,,Orchidaceae sp. U,ORC_U,,,EH,6,2008,2016,
Orchidaceae,Orchidaceae,Orchidaceae sp. V,,Orchidaceae sp. V,ORC_V,,,EH,1,2008,2008,
Orchidaceae,Orchidaceae,Sobralia sp. A,,Sobralia sp. A,SOBR_A,,,EH,1,2011,2011,
Passifloraceae,Passifloraceae,Dilkea parviflora,Killip,Dilkea parviflora,DILKP1,DILKPA,U,TU,12,2001,2015,
Passifloraceae,Passifloraceae,Dilkea sp. H,,Dilkea sp. H,DILK_H,,,-,2,2015,2015,
Passifloraceae,Passifloraceae,Passiflora auriculata,Kunth,Passiflora auriculata,PASSAU,,,CW,124,2004,2017,
Passifloraceae,Passifloraceae,Passiflora sp. B,,Passiflora sp. B,PASS_B,,,CW,1,2004,2004,Discontinued.
Passifloraceae,Passifloraceae,Passiflora sp. C,,Passiflora sp. C,PASS_C,,,CW,2,2005,2013,
Passifloraceae,Passifloraceae,Passiflora spinosa,(Poepp. & Endl.) Mast.,Passiflora spinosa,PASSSP,,,CW,3,2010,2013,
Peraceae,Euphorbiaceae,Pera 'duguet',,Pera 'duguet',PERADU,PERADU,T,TC,21,2001,2014,
Petiveriaceae,Phytolaccaceae,Trichostigma octandrum,(L.) H. Walter,Trichostigma octandrum,TRI5OC,,,CH,1523,2000,2018,
Phyllanthaceae,Euphorbiaceae,Hieronyma alchorneoides,P. Franco,Hyeronima alchorneoides,HYERAL,HIERAL,E,TE,3511,2000,2018,
Phyllanthaceae,Euphorbiaceae,Margaritaria nobilis,L. f.,Margaritaria nobilis,MARGNO,MARGNO,M,TM,66,2000,2018,
Phyllanthaceae,Euphorbiaceae,Richeria racemosa,(Poepp. & Endl.) Pax & K. Hoffm.,Richeria racemosa,RICHRA,RICHRA,M,TM,34,2000,2011,
Phytolaccaceae,Phytolaccaceae,Phytolacca rivinoides,Kunth & C.D. Bouché,Phytyolacca rivenoides,PHY2RI,,,XT,7,2000,2012,
Picramniaceae,Picramniaceae,Picramnia 'mini',,Picramnia 'mini',PICRMI,PICRMI,U,TU,4,2009,2013,
Picramniaceae,Picramniaceae,Picramnia spruceana,Engl.,Picramnia sellowii,PICRSE,PICRSE,U,TU,6,2001,2013,Picramnia spruceana Engl. in plot lists 2010-2018. Picramnia sellowii subsp. spruceana (Engl.) Pirani in plot list 2009. 
Picramniaceae,Picramniaceae,Picramnia sp. G,,Picramnia sp. G,PICR_G,,,EH,1,2002,2002,Discontinued.
Piperaceae,Piperaceae,Peperomia macrostachyos,(Vahl) A. Dietr.,Peperomia macrostachya,PEPEMA,,,EH,1667,2000,2018,Possibly more than one species. P. macrostachyos is certainly a common species. Adult voucher needed.
Piperaceae,Piperaceae,Peperomia serpens,(Sw.) Loudon,Peperomia serpens,PEPESE,,,EH,5,2005,2011,
Piperaceae,Piperaceae,Peperomia sp. A,,Peperomia sp. A,PEPE_A,,,EH,1,2002,2002,Discontinued. Probably equal PEPEMA.
Piperaceae,Piperaceae,Peperomia sp. O,,Peperomia sp. O,PEPE_O,,,EH,4,2002,2005,
Piperaceae,Piperaceae,Peperomia sp. P,,Peperomia sp. P,PEPE_P,,,EH,2,2000,2009,
Piperaceae,Piperaceae,Piper augustum,Rudge,Piper augustum,PIPEAU,PIPEAU,S,SL,15,2002,2009,
Piperaceae,Piperaceae,Piper 'bellidi',,Piper 'bellidi',PIPEBE,PIPEBE,S,SL,18,2008,2011,
Piperaceae,Piperaceae,Piper bellidifolium,Yunck.,Piper bellidifolium,PIPEB2,PIPEBF,S,SL,,,,
Piperaceae,Piperaceae,Piper 'fuzicort' ,,Piper 'fuzicort',PIPEFU,PIPEFU,S,SL,5,2003,2004,Piper 'fuzicort'  listed in all plot lists. Specimen at ECY is annotated as Piper soledadense Trel.
Piperaceae,Piperaceae,Piper hispidum,Sw.,Piper 'scab',PIPESC,PIPESC,S,SL,1,2003,2003,
Piperaceae,Piperaceae,Piper 'minibroqui',,Piper 'minibroqui',PIPEMI,PIPEMI,S,SL,3,2000,2014,
Piperaceae,Piperaceae,Piper 'nervi',,Piper 'nervi',PIPENE,PIPENE,S,SL,1,2017,2017,
Piperaceae,Piperaceae,Piper 'obchic',,Piper 'obchic',PIPEO1,PIPEOC,S,SL,65,2000,2018,
Piperaceae,Piperaceae,Piper 'obchic',,Piper 'obchic',PIPEO1,,,S?,,,,
Piperaceae,Piperaceae,Piper 'obvil',,Piper 'obvil',PIPEO5,PIPEOV,S,SL,2,2004,2011,
Piperaceae,Piperaceae,Piper 'renato',,Piper 'renato',PIPER2,PIPERE,S,SL,4,2006,2014,
Piperaceae,Piperaceae,Piper 'sesivil',,Piper 'sesivil',PIPESE,PIPESE,S,SL,1,2010,2010,
Piperaceae,Piperaceae,Piper sp. J,,Piper sp. J,PIPE_J,,,S?,1,2000,2000,Discontinued. Code probably an error.
Piperaceae,Piperaceae,Piper sp. N,,Piper sp. N,PIPE_N,,,S?,1,2015,2015,Discontinued. Code probably an error.
Poaceae,Poaceae,Poaceae sp. A,,Poaceae sp. A,POA1_A,,,XT,4,2014,2014,
Polygalaceae,Polygalaceae,Moutabea aculeata,(Ruiz & Pav.) Poepp. & Endl.,Moutabea aculeata,MOUTAC,,,CW,2,2006,2016,
Polygalaceae,Polygalaceae,Securidaca sp.,,Banisteriopsis lucida cf.,BANILU,,,CW,20,2010,2016,
Polygonaceae,Polygonaceae,Coccoloba densifrons,Mart. ex Meisn.,Coccoloba densifrons,COCCDE,COCCDE,M,TM,693,2000,2018,
Polygonaceae,Polygonaceae,Coccoloba 'lancifuzz',,Coccoloba 'lancifuzz',COCCLA,COCCLA,T,TC,76,2000,2017,
Polygonaceae,Polygonaceae,Coccoloba 'ninfi',,Coccoloba 'ninfi',COCCNI,COCCNI,T,TC,309,2000,2018,
Polygonaceae,Polygonaceae,Coccoloba 'puntoblanco',,Coccoloba 'puntoblanco',COCCP1,COCCPB,U,TU,1,2011,2011,
Polygonaceae,Polygonaceae,Coccoloba sp. B,,Coccoloba sp. B,COCC_B,,,T?,1,2008,2008,
Polygonaceae,Polygonaceae,Triplaris dugandii,Brandbyge,Triplaris americana,TRI4AM,TRIPDU,M,TM,63,2000,2017,
Primulaceae,Myrsinaceae,Ardisia 'semibulada',,Ardisia 'semibulada',ARDISE,ARDISE,S,SL,1,2005,2005,
Primulaceae,Theophrastaceae,Clavija procera,B. Ståhl,Clavija 'granbril',CLAVGR,CLAVPR,U,TU,3,2003,2007,
Primulaceae,Theophrastaceae,Clavija weberbaueri,Mez,Clavija weberbaueri,CLAVWE,CLAVWE,S,SL,2,2008,2014,
Primulaceae,Myrsinaceae,Cybianthus anthuriophyllus,Pipoly,Cybianthus anthuriophyllus,CYBIAN,CYBIAN,S,SL,1,2014,2014,
Primulaceae,Myrsinaceae,Stylogyne longifolia,(Mart. ex Miq.) Mez,Stylogyne longifolia,STYLLO,STYLLO,S,SL,1,2016,2016,
Putranjivaceae,Euphorbiaceae,Drypetes amazonica,Steyerm.,Drypetes amazonica,DRYPAM,DRYPAM,M,TM,153,2000,2017,
Putranjivaceae,Euphorbiaceae,Drypetes variabilis,Uittien,Drypetes variabilis,DRYPVA,DRYPVA,T,TC,660,2000,2017,
Rhamnaceae,Rhamnaceae,Gouania colombiana,Suess.,Gouania colombiana,GOUACO,,,CW,4787,2000,2018,Adult vouchers awaiting ID comfirmation.
Rhamnaceae,Rhamnaceae,Gouania 'glandulosa',,Gouania lupuloides,GOUALU,,,CW,2525,2000,2017,Adult vouchers awaiting ID comfirmation.
Rhamnaceae,Rhamnaceae,Ziziphus cinnamomum,Triana & Planch.,Zizyphus cinnamomum,ZIZYCI,ZIZICI,T,TC,3,2002,2010,
Rhizophoraceae,Euphorbiaceae,Paradrypetes subintegrifolia,G.A. Levin,Paradrypetes 'brillaspin',PARABR,PARASU,M,TM,44,2000,2014,
Rosaceae,Rosaceae,Prunus debilis,Koehne,Prunus debilis,PRUNDE,PRUNDE,T,TC,106,2000,2018,
Rubiaceae,Rubiaceae,Agouticarpa curviflora,(Dwyer) C.H. Perss.,Alibertia 'nuevadoris',ALIBNU,AGOUCU,S,SL,40,2002,2017,
Rubiaceae,Rubiaceae,Agouticarpa isernii,(Standl.) C.H. Perss.,Borojoa 'axiglab',BOROA1,AGOUIS,M,TM,61,2000,2008,
Rubiaceae,Rubiaceae,Alseis cf. lugonis,L. Andersson,Alseis 'comun',ALSECO,ALSECO,T,TC,343,2000,2018,Alseis cf. lugonis is used in the plot book (2014).
Rubiaceae,Rubiaceae,Alibertia duckeana,Delprete & C.H. Perss.,Borojoa 'axipub',BOROA2,BOROCL,M,TM,3,2001,2012,Alibertia duckeana appears in the plot book (2014).  Borojoa claviflora (K. Schum.) Cuatrec. in plot lists of 2009-2018.  Several Yasuni specimens of B. claviiflora at MO have been identified as A. duckeana.
Rubiaceae,Rubiaceae,Calycophyllum megistocaulum,(K. Krause) C.M. Taylor ,Calycophyllum megistocaulum,CAL4ME,CALCME,T,TC,203,2000,2017,Syn: Semaphyllanthe megistocaula (K. Krause) L. Ande.
Rubiaceae,Rubiaceae,Capirona decorticans,(Poepp.) K. Schum.,Capirona decorticans,CAPIDE,CAPIDE,T,TC,7,2001,2011,
Rubiaceae,Rubiaceae,Chimarrhis 'jacob',,Chimarrhis 'jacob',CHI1JA,CHIMJA,T,TC,29,2003,2018,
Rubiaceae,Rubiaceae,Chomelia tenuiflora,Benth.,Chomelia 'comun',CHOMCO,CHOMCO,U,TU,6,2001,2010,
Rubiaceae,Rubiaceae,Coussarea dulcifolia,D.A. Neill & Cerón & C.M. Taylor,Coussarea dulcifolia,COU5DU,COUSDU,S,SL,35,2003,2016,
Rubiaceae,Rubiaceae,Duroia hirsuta,(Poepp.) K. Schum.,Duroia hirsuta,DUROHI,DUROHI,U,TU,358,2000,2017,
Rubiaceae,Rubiaceae,Faramea capillipes,Müll. Arg.,Faramea capillipes,FARACA,FARACA,U,TU,192,2000,2017,
Rubiaceae,Rubiaceae,Faramea quinqueflora,Poepp. & Endl.,Faramea quinqueflora,FARAQU,FARAQU,S,SL,165,2001,2018,
Rubiaceae,Rubiaceae,Faramea sp. B,,Faramea sp. B,FARA_B,,,T?,2,2003,2003,Discontinued.
Rubiaceae,Rubiaceae,Faramea sp. G,,Faramea sp. G,FARA_G,,,T?,2,2000,2002,Discontinued.
Rubiaceae,Rubiaceae,Faramea torquata,Müll. Arg.,Faramea 'crasa',FARACR,FARATO,M,TM,22,2002,2017,
Rubiaceae,Rubiaceae,Genipa americana,L.,Genipa americana,GENIAM,GENIAM,T,TC,35,2000,2015,
Rubiaceae,Rubiaceae,Guettarda comata,Standl.,Psychotria sp. F,PSYC_F,,,CW,25,2004,2016,
Rubiaceae,Rubiaceae,Ixora acuminatissima,Müll. Arg.,Ixora acuminatissima,IXORAC,IXORAC,S,SL,4,2002,2008,
Rubiaceae,Rubiaceae,Ixora killipii,Standl.,Ixora killipii,IXORKI,IXORKI,U,TU,4,2002,2017,
Rubiaceae,Rubiaceae,Ixora panurensis,Müll. Arg.,Ixora panurensis,IXORPA,IXORPA,S,SL,3,2005,2016,
Rubiaceae,Rubiaceae,Kutchubaea semisericea,Ducke,Kotchubaea semisericea,KOTCSE,KOTCSE,M,TM,140,2001,2012,
Rubiaceae,Rubiaceae,Macrocnemum roseum,(Ruiz & Pav.) Wedd.,Macrocnemum roseum,MAC2RO,MACNRO,T,TC,21,2014,2014,
Rubiaceae,Rubiaceae,Malanea ecuadorensis,C.M. Taylor,Malanea 'ciliata',MALACI,,,CW,61,2003,2016,
Rubiaceae,Rubiaceae,Notopleura macrophylla,(Ruiz & Pav.) C.M. Taylor,Notopleura macrophylla,NOTOMA,NOTOMA,S,SL,1,2008,2008,Syn.: Psychotria macrophylla Ruiz & Pav.
Rubiaceae,Rubiaceae,Notopleura polyphlebia,(Donn. Sm.) C.M. Taylor ,Psychotria polyphlebia,PSYCP1,,,SS,13,2000,2013,Shrubs too small to be included in plot census. (Syn: Psychotria polyphlebia Donn. Sm.)
Rubiaceae,Rubiaceae,Palicourea stenostachya,(Standl.) C.M. Taylor ,Psychotria stenostachya,PSYCST,PSYCST,S,SL,19,2000,2011,Taxon moved to Palicourea in 2016 by C. Taylor. (Syn: Psychotria stenostachya Standl.)  Garwood thinks there might be some Palicoura cf. racemosa (Aubl.) G. Nicholson (Syn: Psychotria racemosa (Aubl.) Raeusch. mixed in with P. stenostachya. Both have orange fruit and are found in region. P. racemosa is probably too short for stems to be included in the plot census. 
Rubiaceae,Rubiaceae,Palicourea grandiflora,(Kunth) Standl.,Palicourea grandiflora,PALIGR,PALIGR,S,SL,6,2000,2004,
Rubiaceae,Rubiaceae,Palicourea guianensis,Aubl.,Palicourea guianensis,PALIGU,PALIGU,S,SL,6,2008,2015,
Rubiaceae,Rubiaceae,Palicourea nigricans,Krause,Palicourea nigricans,PALINI,PALINI,S,SL,148,2001,2017,
Rubiaceae,Rubiaceae,Pentagonia amazonica,(Ducke) L. Andersson & Rova,Pentagonia parvifolia,PEN1PA,PENTPA,T,TC,239,2000,2018,
Rubiaceae,Rubiaceae,Pentagonia spathicalyx,K. Schum.,Pentagonia 'mediana',PEN1ME,PENTWU,M,TM,5,2003,2008,
Rubiaceae,Rubiaceae,Pentagonia 'subauric',,Pentagonia 'subauric',PEN1SU,PENTSU,S,SL,54,2000,2017,Listed as Psychotria 'subauric' in plot lists of 2014-2018. It was Psychotria cf. williamsii Standl. in plot lists of 2009-2010.
Rubiaceae,Rubiaceae,Posoqueria latifolia,(Rudge) Roem. & Schult.,Posoqueria latifolia,POSOLA,POSOLA,M,TM,3,2011,2013,
Rubiaceae,Rubiaceae,Psychotria 'dracula',,Psychotria 'dracula',PSYCDR,PSYCDR,S,SL,1,2006,2006,
Rubiaceae,Rubiaceae,Psychotria gracilenta,Müll. Arg.,Psychotria sp. E,PSYC_E,PSYCBR,S,SL,13,2001,2015,
Rubiaceae,Rubiaceae,Psychotria hoffmannseggiana,(Willd. ex Roem. & Schult.) Müll. Arg.,Psychotria 'baijo',PSYCBA,PSYCHO,S,SL,27,2007,2017,Psychotria hoffmannseggiana listed in plot lists of 2009-2018. It's temp-name was 'baijo' in previous lists.
Rubiaceae,Rubiaceae,Psychotria huampamiensis,C.M. Taylor,Psychotria huampamiensis,PSYCHU,PSYCHU,S,SL,167,2000,2017,
Rubiaceae,Rubiaceae,Psychotria m***,,Psychotria m***,PSYCMI,,,,1,2015,2015,This rarely used code might refer to several Pyschotria species.  The plot code for Psychotria microbotrys Ruiz ex Standl. is PSYCMI.   Pyschortria 'micro' and Pychotria 'milton' are also possibilities found among our voucher cards. 
Rubiaceae,Rubiaceae,Psychotria poeppigiana,Müll. Arg.,Psychotria poeppigiana,PSYCPO,PSYCPO,S,SL,12,2002,2017,
Rubiaceae,Rubiaceae,Psychotria remota,Benth.,Psychotria remota,PSYCRE,PSYCRE,S,SL,42,2001,2017,
Rubiaceae,Rubiaceae,Psychotria romolerouxiana,C.M. Taylor,Psychotria 'ondulada',PSYCON,PSYCON,S,SL,5,2003,2011,
Rubiaceae,Rubiaceae,Psychotria sacciformis,C.M. Taylor,Psychotria borjensis,PSYCBO,PSYCBO,S,SL,166,2004,2017,
Rubiaceae,Rubiaceae,Psychotria sp. D,,Psychotria sp. D,PSYC_D,,,S?,7,2001,2011,
Rubiaceae,Rubiaceae,Psychotria sp. G,,Psychotria sp. G,PSYC_G,,,S?,3,2005,2005,
Rubiaceae,Rubiaceae,Psychotria sp. H,,Psychotria sp. H,PSYC_H,,,S?,2,2006,2006,
Rubiaceae,Rubiaceae,Psychotria sp. Q,,Psychotria sp. Q,RUB_Q,,,-,3,2001,2007,
Rubiaceae,Rubiaceae,Psychotria sp. U,,Psychotria sp. U,PSYC_U,,,S?,4,2001,2008,
Rubiaceae,Rubiaceae,Psychotria sp. V,,Psychotria sp. V,PSYC_V,,,S?,2,2008,2010,
Rubiaceae,Rubiaceae,Psychotria sp. X,,Psychotria sp. X,PSYC_X,,,S?,4,2010,2012,
Rubiaceae,Rubiaceae,Psychotria tenuifolia,Sw.,Psychotria 'robin',PSYCRO,PSYCRO,S,SL,1,2003,2003,
Rubiaceae,Rubiaceae,Psychotria viridis,Ruiz & Pav.,Psychotria viridis,PSYCVI,PSYCVI,S,SL,1,2011,2011,
Rubiaceae,Rubiaceae,Randia altiscandens,(Ducke) C.M. Taylor,Randia sp. A,RAND_A,,,CW,19,2011,2017,
Rubiaceae,Rubiaceae,Randia armata,(Sw.) DC.,Randia 'gorki',RANDGO,RANDGO,S,SL,3,2012,2013,
Rubiaceae,Rubiaceae,Rudgea bracteata,J.H. Kirkbr.,Cossarea 'crassa',COU5CR,RUDGBR,U,TU,1,2017,2017,
Rubiaceae,Rubiaceae,Rudgea japurensis,Müll. Arg.,Rudgea 'mini',RUDGMI,RUDGJA,S,SL,55,2000,2016,
Rubiaceae,Rubiaceae,Rudgea 'micro',,Rudgea 'micro',RUDGM1,,,SS,3,2005,2015,Too short to be included in plot census.
Rubiaceae,Rubiaceae,Simira cordifolia,(Hook. f.) Steyerm.,Simira cordifolia,SIM3CO,SIMICO,T,TC,142,2001,2017,
Rubiaceae,Rubiaceae,Simira rubescens,(Benth.) Bremek. ex Steyerm.,Simira 'rube',SIM3RU,SIMIRU,T,TC,102,2002,2017,
Rubiaceae,Rubiaceae,Tocoyena williamsii,Standl.,Tocoyena 'burnham',TOCOBU,TOCOBU,T,TC,3,2007,2008,
Rubiaceae,Rubiaceae,Uncaria cf. tomentosa,(Willd.) DC.,Uncaria sp. A,UNCA_A,,,CW,4,2000,2008,Eary records may include Asteraceae sp. R (AST_R).
Rubiaceae,Rubiaceae,Warszewiczia cordata,Spruce ex K. Schum.,Warszewiczia cordata,WARSCO,WARSCO,T,TC,306,2000,2018,
Rubiaceae,Rubiaceae,Wittmackanthus stanleyanus,(R.H. Schomb.) Kuntze,Wittmackanthus stanleyanus,WITTST,WITTST,T,TC,498,2000,2018,
Rutaceae,Rutaceae,Esenbeckia amazonica,Kaastra,Esenbeckia amazonica,ESENAM,ESENAM,M,TM,158,2000,2018,
Rutaceae,Rutaceae,Zanthoxylum 'brillante' ,,Zanthoxylum 'brillante',ZANTBR,ZANTBR,M,TM,3,2001,2001,Zanthoxylum 'brillante' was used in plot lists of 2014-2018. Zanthoxylum aff. sprucei Engl. in plot list of 2009-2010.
Rutaceae,Rutaceae,Zanthoxylum 'margland',,Zanthoxylum 'margland',ZANTMA,ZANTMA,U,TU,105,2001,2017,Unsure whether all Zanthoxylum in the traps are now recorded as ZANTMA or whether this is just the most common species.
Rutaceae,Rutaceae,Zanthoxylum sp. B,,Zanthoxylum sp. B,ZANT_B,,,T?,2,2001,2001,
Rutaceae,Rutaceae,Zanthoxylum sp. C,,Zanthoxylum sp. C,ZANT_C,,,T?,7,2000,2001,
Rutaceae,Rutaceae,Zanthoxylum sp. D,,Zanthoxylum sp. D,ZANT_D,,,T?,4,2002,2002,
Rutaceae,Rutaceae,Zanthoxylum sp. E,,Zanthoxylum sp. E,ZANT_E,,,T?,2,2002,2004,
Sabiaceae,Sabiaceae,Meliosma 'doly',,Meliosma 'doly',MELIDO,MELIDO,T,TC,130,2002,2017,
Sabiaceae,Sabiaceae,Meliosma vasquezii,A.H. Gentry,Meliosma vasquezii,MELIVA,MELIVA,M,TM,2,2011,2011,
Sabiaceae,Sabiaceae,Ophiocaryon heterophyllum,(Benth.) Urb.,Ophiocaryon heterophyllum,OPHIHE,OPHIHE,U,TU,31,2002,2015,
Salicaceae,Flacourtiaceae,Casearia arborea,(Rich.) Urb.,Casearia 'a-tomen',CAS1AT,CASEAE,T,TC,319,2000,2016,
Salicaceae,Flacourtiaceae,Casearia 'argut',,Casearia 'argut',CAS1AR,CASEAR,U,TU,57,2004,2014,
Salicaceae,Flacourtiaceae,Casearia bracteifera,Sagot,Casearia bracteifera,CAS1BR,CASEBR,M,TM,5,2003,2004,
Salicaceae,Flacourtiaceae,Casearia javitensis,Kunth,Casearia javitensis,CAS1JA,CASEJA,M,TM,551,2000,2018,
Salicaceae,Flacourtiaceae,Casearia nigricans,Sleumer,Casearia nigricans,CAS1NI,CASENI,S,SL,33,2002,2015,
Salicaceae,Flacourtiaceae,Casearia pitumba,Sleumer,Casearia pitumba,CAS1PI,CASEPI,S,SL,6,2000,2002,
Salicaceae,Flacourtiaceae,Casearia 'prunicerob',,Casearia 'prunicerob',CAS1P1,CASEPR,S,SL,74,2000,2018,
Salicaceae,Flacourtiaceae,Casearia prunifolia,Kunth,Casearia prunifolia,CAS1P2,CASEPF,S,SL,149,2000,2017,
Salicaceae,Flacourtiaceae,Casearia 'sylvepub',,Casearia 'sylvepub',CAS1S1,CASESP,M,TM,39,2000,2017,
Salicaceae,Flacourtiaceae,Hasseltia floribunda,Kunth,Hasseltia floribunda,HASSFL,HASSFL,M,TM,631,2000,2018,
Salicaceae,Flacourtiaceae,Lunania parviflora,Spruce ex Benth.,Lunania parviflora,LUNAPA,LUNAPA,U,TU,305,2000,2013,
Salicaceae,Flacourtiaceae,Ryania speciosa,Vahl,Ryania speciosa,RYANSP,RYANSP,U,TU,1,2007,2007,
Salicaceae,Flacourtiaceae,Tetrathylacium macrophyllum,Poepp. in Poepp. & Endl.,Tetrathylacium macrophyllum,TET4MA,TETTMA,U V,TU,371,2000,2018,
Santalaceae,Santalaceae,Acanthosyris annonagustata,C. Ulloa & P. Jørg.,Acanthosyris annonagustata,ACANAN,ACANAN,M,TM,1,2008,2008,
Santalaceae,Loranthaceae,Phoradendron cf. crassifolium,(Pohl ex DC.) Eichler,Loranthaceae sp. AA,LOR_AA,,,EP,646,2000,2018,
Sapindaceae,Sapindaceae,Allophylus amazonicus,(Mart.) Radlk.,Allophylus 'arcorden',ALLOAR,ALLOAM,M,TM,214,2000,2017,
Sapindaceae,Sapindaceae,Allophylus divaricatus,Radlk.,Allophylus 'scabrid',ALLOSC,ALLOSC,M,TM,94,2003,2017,
Sapindaceae,Sapindaceae,Allophylus 'glabra',,Allophylus 'glabra',ALLOGL,ALLOGL,M,TM,1235,2000,2017,Allphylus 'glabra' used in plot lists of 2014-2018.  Allophylus cf. punctatus  (Poepp.) Radlk. Used in plot lists of 2009-2010.
Sapindaceae,Sapindaceae,Allophylus pilosus,(J.F. Macbr.) A.H. Gentry,Allophylus pilosus,ALLOPI,ALLOPI,U,TU,84,2000,2009,
Sapindaceae,Sapindaceae,Allophylus sp. A,,Allophylus sp. A,ALLO_A,,,T?,5,2001,2002,Discontinued.
Sapindaceae,Sapindaceae,Cupania cinerea,Poepp.,Cupania cinerea,CUPACI,CUPACI,T,TC,8,2013,2017,
Sapindaceae,Sapindaceae,Cupania livida,(Radlk.) Croat,Cupania livida,CUPALI,CUPALI,T,TC,138,2000,2017,
Sapindaceae,Sapindaceae,Matayba 'ocho',,Matayba 'ocho',MATA8,MATAOC,T,TC,12,2002,2007,
